id,category_id,title,author,description,release_year
72.0,Fiction,Tropic of Cancer,Henry Miller,"Miller's groundbreaking first novel, banned in Britain for almost thirty years, now reinvigorated in a new Harper Perennial Modern Classics edition. A penniless and as yet unpublished writer, Henry Miller arrived in Paris in 1930. Leaving behind a disintegrating marriage and an unhappy career in America, he threw himself into the low-life of bohemian Paris with unwavering gusto. A fictional account of Miller's adventures amongst the prostitutes and pimps, the penniless painters and writers of Montparnasse, Tropic of Cancer is an extravagant and rhapsodic hymn to a world of unrivalled eroticism and freedom. Tropic of Cancer's 1934 publication in France was hailed by Samuel Beckett as 'a momentous event in the history of modern writing'. The novel was subsequently banned in the UK and the USA and not released for publication for a further thirty years.",2005.0
73.0,Cowboys,Close Range,Annie Proulx,The title story in this collection of shorts now a film from Ang Lee.,2006.0
74.0,Fiction,The Love of the Last Tycoon,F. Scott Fitzgerald,Depicts the inner-workings of the Hollywood movie industry and its impact on the fabric of American life.,1994.0
75.0,Fiction,The Song of Rhiannon,Evangeline Walton,"A retelling of The Mabinogion in novel form. Manawydon finally unites with Rhiannon - an aspect of the Goddess - but his happiness is shaken by the appearance of the Gray Man, who seeks vengeance against the living and especially against one who would claim the Goddess.",1992.0
76.0,Juvenile Fiction,The voyage of the Dawn Treader,Clive Staples Lewis,"The ""Dawn Treader"" is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Mizaz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World. Illustrations.",1970.0
77.0,Fiction,The Short Stories of Ernest Hemingway,Ernest Hemingway,Forty-nine stories reflect much of the intensity of Hemingway's own life and environment,1986.0
78.0,Philosophy,The Presocratics,Philip Wheelwright,Library of Liberal Arts title.,1966.0
79.0,"Animals, Treatment of",The Rumble Seat Pony,Clarence William Anderson,"While riding in the rumble seat of their old yellow car, three children spot and adopt a neglected pony.",1971.0
80.0,Grandmothers,The Journey with Grandmother,Edith Unnerstad,"A Swedish boy long ago accompanies his ... [relatives] fromn their Scandinavian farm to ... Russia in an attempt to earn money by making unusual objects from human hair."" - Book Buyer's Guide.",1960.0
81.0,History,Tyranny of the Majority,Lani Guinier,"At last...the public hearing she was denied...These essays reveal keen powers of analysis applied to some of the most obdurate problems that bedevil electoral politics. Anyone who cares about the mechanisms of democracy should be engaged by her tough-minded explorations. It doesn't matter where you think you stand: it's all here, to argue or agree with. -- Henry Louis Gates, Jr. Lani Guinier's fascinating book is a prophetic intervention into a public conversation we desperately need to rejuvenate. There is no doubt that her powerful voice will produce good consequences for our nation and world. -- Cornel West, Author of Race Matters Intriguing and desperately needed... -- The San Francisco Chronicle",1995.0
82.0,History,The Origins of the Civil Rights Movement,Aldon D. Morris,A blending of scholarly research and interviews with many of the figures who launched the civil rights movement in the 1960s and 1970s records the events of the movement's tumultuous first decade,1986.0
83.0,History,Presidential Power and the Modern Presidents,Richard E. Neustadt,"Suggests a theory of presidential power, and tests it against the events in the administrations of the postwar presidents",1991.0
84.0,Juvenile Fiction,Where the Red Fern Grows,Wilson Rawls,A young boy living in the Ozarks achieves his heart's desire when he becomes the owner of two redbone hounds and teaches them to be champion hunters.,2000.0
85.0,Juvenile Fiction,Poppy's Return,Avi,"There's trouble at Gray House, the girlhood home that Poppy left long ago. Poppy's family has called her back to save them all—mother, father, sisters and brothers, and dozens and dozens of deer mouse cousins. Poppy invites her rebellious son, Junior, to join her on the long trip across Dimwood Forest, hoping the journey will bring them closer together. But with Junior's skunk pal, Mephitis, and Ereth, the cantankerous porcupine, in tow—sugared slug soup!—Poppy and Junior may be in for unexpected adventure.",2006.0
86.0,Juvenile Fiction,Diary of a Spider,Doreen Cronin,"This is the diary ... of a spider. But don't be worried – he's more scared of you and your gigantic shoe! Actually, he's a lot like you. He goes to gym class and has Grandparents' Day at school. But he also spins sticky webs, scales walls, and takes wind–catching lessons. Lucky for him, his best friend is a fly! Doreen Cronin and Harry Bliss, the team behind the #1 bestselling Diary Of A Worm, spin a hilarious tale about the upside–down web world of an eight–legged charmer and his unlikely friend, Fly.",2005.0
87.0,Business & Economics,The Paradox of Choice,Barry Schwartz,"The author of The Battle for Human Nature explains why too much choice has led to the ever increasing complexity of everyday decisions, why too much of a good thing has become detrimental to human psychological and emotional well-being, and how to focus our lives on making the right choices. Reprint. 35,000 first printing.",2005.0
88.0,Juvenile Fiction,The Amazing Maurice and His Educated Rodents,Terry Pratchett,"Winner of the 2001 Carnegie Medal One rat, popping up here and there, squeaking loudly, and taking a bath in the cream, could be a plague all by himself. After a few days of this, it was amazing how glad people were to see the kid with his magical rat pipe. And they were amazing when the rats followed hint out of town. They'd have been really amazed if they'd ever found out that the rats and the piper met up with a cat somewhere outside of town and solemnly counted out the money. The Amazing Maurice runs the perfect Pied Piper scam. This streetwise alley cat knows the value of cold, hard cash and can talk his way into and out of anything. But when Maurice and his cohorts decide to con the town of Bad Blinitz, it will take more than fast talking to survive the danger that awaits. For this is a town where food is scarce and rats are hated, where cellars are lined with deadly traps, and where a terrifying evil lurks beneath the hunger-stricken streets.... Set in Terry Pratchett's widely popular Discworld, this masterfully crafted, gripping read is both compelling and funny. When one of the world's most acclaimed fantasy writers turns a classic fairy tale on its head, no one will ever look at the Pied Piper -- or rats -- the same way again!",2001.0
89.0,Juvenile Fiction,The Wee Free Men,Terry Pratchett,"A nightmarish danger threatens from the other side of reality . . . Armed with only a frying pan and her common sense, young witch-to-be Tiffany Aching must defend her home against the monsters of Fairyland. Luckily she has some very unusual help: the local Nac Mac Feegle—aka the Wee Free Men—a clan of fierce, sheep-stealing, sword-wielding, six-inch-high blue men. Together they must face headless horsemen, ferocious grimhounds, terrifying dreams come true, and ultimately the sinister Queen of the Elves herself. . . . A Story of Discworld",2004.0
90.0,Science,Modern Mind,Peter Watson,"From Freud to Babbitt, from Animal Farm to Sartre to the Great Society, from the Theory of Relativity to counterculture to Kosovo, The Modern Mind is encyclopedic, covering the major writers, artists, scientists, and philosophers who produced the ideas by which we live. Peter Watson has produced a fluent and engaging narrative of the intellectual tradition of the twentieth century, and the men and women who created it.",2002.0
91.0,Fiction,She Went All the Way,Meg Cabot,"During an unfortunate helicopter ride into the wilds of Alaska, successful screenwriter Lou Calabrese is reunited with sexy Jack Townsend, but they are forced into a desperate battle for survival when they crash land in the wilderness.",2002.0
92.0,Fiction,Island,Aldous Huxley,A shipwrecked journalist discovers the beauty and serentity promoted by science on the island of Pala.,1962.0
93.0,Fiction,Lucy Sullivan Is Getting Married,Marian Keyes,"What happens when a psychic tells Lucy that she'll be getting married within the year? Her roommates panic! What is going to happen to their blissful existence of eating take-out, drinking too much wine, bringing men home, and never vacuuming? Lucy reassures her friends that she's far too busy arguing with her mother and taking care of her irresponsible father to get married. And then there's the small matter of not even having a boyfriend. But then Lucy meets gorgeous, unreliable Gus. Could he be the future Mr. Lucy Sullivan? Or could it be handsome Chuck? Or Daniel, the world's biggest flirt? Or even cute Jed, the new guy at work? Maybe her friends have something to worry about after all....",2002.0
